issue,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
第615回,2025-02-28,0.243243,0.189189,0.135135,0.162162,0.148649,0.22973,0.22973,0.189189,0.243243,0.216216,0.135135,0.310811,0.162162,0.175676,0.162162,0.175676,0.202703,0.189189,0.135135,0.189189,0.162162,0.27027,0.148649,0.189189,0.121622,0.189189,0.148649,0.189189,0.243243,0.162162,0.148649,0.148649,0.216216,0.216216,0.243243,0.216216,0.162162
第614回,2025-02-21,0.24,0.186667,0.133333,0.16,0.146667,0.226667,0.226667,0.186667,0.24,0.213333,0.133333,0.306667,0.16,0.186667,0.16,0.173333,0.2,0.186667,0.133333,0.186667,0.173333,0.28,0.16,0.2,0.12,0.186667,0.146667,0.2,0.24,0.16,0.146667,0.146667,0.213333,0.226667,0.24,0.213333,0.16
第613回,2025-02-14,0.236842,0.184211,0.144737,0.157895,0.157895,0.236842,0.223684,0.184211,0.236842,0.223684,0.131579,0.302632,0.157895,0.184211,0.157895,0.171053,0.197368,0.184211,0.144737,0.184211,0.184211,0.276316,0.157895,0.197368,0.118421,0.184211,0.144737,0.197368,0.236842,0.157895,0.144737,0.144737,0.210526,0.223684,0.25,0.210526,0.157895
第612回,2025-02-07,0.233766,0.181818,0.142857,0.155844,0.168831,0.233766,0.220779,0.181818,0.233766,0.220779,0.12987,0.298701,0.168831,0.181818,0.155844,0.181818,0.194805,0.181818,0.142857,0.181818,0.181818,0.272727,0.168831,0.194805,0.116883,0.181818,0.155844,0.194805,0.233766,0.155844,0.155844,0.142857,0.207792,0.233766,0.246753,0.207792,0.155844
第611回,2025-01-31,0.230769,0.179487,0.141026,0.153846,0.166667,0.230769,0.230769,0.192308,0.230769,0.217949,0.141026,0.294872,0.166667,0.179487,0.153846,0.179487,0.192308,0.192308,0.141026,0.192308,0.179487,0.269231,0.166667,0.192308,0.115385,0.179487,0.153846,0.192308,0.230769,0.166667,0.153846,0.141026,0.205128,0.24359,0.24359,0.205128,0.153846
第610回,2025-01-24,0.240506,0.177215,0.139241,0.151899,0.164557,0.227848,0.227848,0.202532,0.240506,0.21519,0.139241,0.291139,0.164557,0.177215,0.151899,0.177215,0.189873,0.189873,0.139241,0.189873,0.177215,0.265823,0.177215,0.202532,0.113924,0.177215,0.151899,0.189873,0.227848,0.164557,0.164557,0.139241,0.202532,0.240506,0.240506,0.21519,0.151899
第609回,2025-01-17,0.2375,0.175,0.1375,0.1625,0.1625,0.225,0.225,0.2,0.2375,0.2125,0.15,0.3,0.1625,0.175,0.15,0.175,0.1875,0.1875,0.1375,0.1875,0.175,0.2625,0.1875,0.2,0.1125,0.1875,0.15,0.1875,0.225,0.1625,0.1625,0.15,0.2,0.2375,0.2375,0.2125,0.1625
第608回,2025-01-10,0.234568,0.17284,0.135802,0.160494,0.160494,0.222222,0.234568,0.197531,0.234568,0.222222,0.160494,0.296296,0.160494,0.17284,0.148148,0.17284,0.185185,0.197531,0.135802,0.197531,0.17284,0.259259,0.185185,0.197531,0.111111,0.185185,0.148148,0.185185,0.234568,0.17284,0.160494,0.148148,0.197531,0.234568,0.234568,0.209877,0.160494
第607回,2024-12-27,0.231707,0.170732,0.134146,0.158537,0.158537,0.219512,0.231707,0.195122,0.231707,0.219512,0.158537,0.304878,0.158537,0.182927,0.146341,0.170732,0.182927,0.195122,0.134146,0.207317,0.170732,0.256098,0.182927,0.195122,0.109756,0.182927,0.158537,0.182927,0.231707,0.170732,0.170732,0.146341,0.195122,0.243902,0.231707,0.207317,0.170732
第606回,2024-12-20,0.228916,0.168675,0.13253,0.156627,0.156627,0.216867,0.228916,0.192771,0.240964,0.216867,0.156627,0.301205,0.156627,0.180723,0.144578,0.168675,0.192771,0.204819,0.13253,0.216867,0.168675,0.26506,0.180723,0.192771,0.108434,0.180723,0.168675,0.180723,0.228916,0.168675,0.168675,0.144578,0.192771,0.240964,0.228916,0.216867,0.168675
第605回,2024-12-13,0.22619,0.178571,0.130952,0.154762,0.154762,0.214286,0.22619,0.202381,0.238095,0.214286,0.154762,0.297619,0.154762,0.178571,0.154762,0.166667,0.190476,0.202381,0.130952,0.214286,0.166667,0.261905,0.178571,0.190476,0.107143,0.190476,0.166667,0.190476,0.22619,0.166667,0.178571,0.154762,0.190476,0.238095,0.22619,0.214286,0.166667
第604回,2024-12-06,0.223529,0.176471,0.129412,0.164706,0.152941,0.223529,0.223529,0.2,0.247059,0.211765,0.152941,0.305882,0.152941,0.176471,0.152941,0.164706,0.188235,0.2,0.129412,0.211765,0.164706,0.258824,0.176471,0.188235,0.117647,0.188235,0.164706,0.188235,0.223529,0.164706,0.188235,0.152941,0.188235,0.235294,0.223529,0.223529,0.164706
第603回,2024-11-29,0.22093,0.174419,0.127907,0.174419,0.151163,0.22093,0.22093,0.197674,0.255814,0.22093,0.151163,0.302326,0.151163,0.174419,0.151163,0.162791,0.186047,0.197674,0.127907,0.209302,0.162791,0.255814,0.186047,0.186047,0.116279,0.186047,0.162791,0.197674,0.22093,0.174419,0.186047,0.151163,0.186047,0.244186,0.22093,0.22093,0.162791
第602回,2024-11-22,0.218391,0.172414,0.126437,0.172414,0.149425,0.218391,0.229885,0.195402,0.252874,0.218391,0.149425,0.298851,0.149425,0.172414,0.16092,0.16092,0.183908,0.206897,0.126437,0.206897,0.16092,0.252874,0.183908,0.195402,0.114943,0.183908,0.16092,0.195402,0.229885,0.172414,0.195402,0.149425,0.183908,0.252874,0.218391,0.218391,0.16092
第601回,2024-11-15,0.215909,0.170455,0.125,0.181818,0.147727,0.215909,0.227273,0.204545,0.25,0.215909,0.147727,0.295455,0.147727,0.170455,0.159091,0.159091,0.181818,0.215909,0.125,0.215909,0.159091,0.25,0.181818,0.193182,0.113636,0.181818,0.159091,0.193182,0.238636,0.170455,0.193182,0.147727,0.181818,0.25,0.227273,0.215909,0.170455
第600回,2024-11-08,0.224719,0.179775,0.123596,0.179775,0.146067,0.213483,0.224719,0.202247,0.247191,0.213483,0.146067,0.303371,0.146067,0.168539,0.157303,0.168539,0.179775,0.213483,0.134831,0.213483,0.157303,0.247191,0.179775,0.191011,0.11236,0.179775,0.157303,0.191011,0.247191,0.168539,0.191011,0.157303,0.179775,0.247191,0.224719,0.213483,0.168539
第599回,2024-11-01,0.222222,0.177778,0.122222,0.188889,0.144444,0.211111,0.233333,0.2,0.244444,0.211111,0.144444,0.3,0.144444,0.166667,0.155556,0.177778,0.177778,0.211111,0.144444,0.211111,0.155556,0.244444,0.177778,0.188889,0.111111,0.188889,0.155556,0.188889,0.244444,0.166667,0.2,0.155556,0.188889,0.244444,0.222222,0.211111,0.166667
第598回,2024-10-25,0.230769,0.175824,0.120879,0.197802,0.142857,0.208791,0.241758,0.197802,0.241758,0.208791,0.153846,0.307692,0.142857,0.164835,0.153846,0.175824,0.175824,0.21978,0.142857,0.208791,0.153846,0.241758,0.175824,0.186813,0.10989,0.197802,0.153846,0.186813,0.241758,0.164835,0.197802,0.153846,0.186813,0.241758,0.21978,0.208791,0.164835
第597回,2024-10-18,0.228261,0.184783,0.119565,0.206522,0.141304,0.206522,0.23913,0.195652,0.23913,0.206522,0.152174,0.304348,0.141304,0.173913,0.163043,0.173913,0.173913,0.217391,0.141304,0.206522,0.152174,0.25,0.173913,0.184783,0.108696,0.195652,0.163043,0.184783,0.23913,0.163043,0.195652,0.152174,0.184783,0.25,0.217391,0.206522,0.163043
第596回,2024-10-11,0.236559,0.182796,0.11828,0.204301,0.139785,0.204301,0.236559,0.193548,0.247312,0.204301,0.150538,0.301075,0.139785,0.172043,0.16129,0.182796,0.172043,0.215054,0.150538,0.204301,0.150538,0.247312,0.182796,0.182796,0.107527,0.193548,0.16129,0.182796,0.247312,0.16129,0.193548,0.16129,0.182796,0.247312,0.215054,0.204301,0.16129
第595回,2024-10-04,0.234043,0.180851,0.117021,0.202128,0.138298,0.202128,0.234043,0.191489,0.244681,0.202128,0.148936,0.297872,0.138298,0.180851,0.170213,0.191489,0.170213,0.212766,0.159574,0.202128,0.148936,0.244681,0.180851,0.180851,0.117021,0.191489,0.159574,0.191489,0.244681,0.159574,0.191489,0.159574,0.191489,0.244681,0.212766,0.202128,0.159574
第594回,2024-09-27,0.231579,0.178947,0.115789,0.2,0.147368,0.2,0.231579,0.189474,0.242105,0.2,0.147368,0.305263,0.136842,0.178947,0.168421,0.189474,0.168421,0.210526,0.157895,0.2,0.157895,0.242105,0.178947,0.178947,0.126316,0.189474,0.168421,0.189474,0.242105,0.157895,0.189474,0.157895,0.189474,0.252632,0.210526,0.210526,0.157895
第593回,2024-09-20,0.229167,0.177083,0.125,0.197917,0.145833,0.197917,0.229167,0.197917,0.25,0.197917,0.145833,0.302083,0.135417,0.1875,0.177083,0.1875,0.166667,0.208333,0.15625,0.197917,0.15625,0.25,0.177083,0.177083,0.125,0.1875,0.166667,0.1875,0.239583,0.15625,0.1875,0.166667,0.1875,0.25,0.208333,0.208333,0.15625
第592回,2024-09-13,0.226804,0.175258,0.134021,0.195876,0.14433,0.195876,0.226804,0.206186,0.247423,0.195876,0.154639,0.298969,0.134021,0.185567,0.185567,0.185567,0.164948,0.206186,0.164948,0.195876,0.154639,0.247423,0.175258,0.185567,0.123711,0.185567,0.164948,0.185567,0.237113,0.154639,0.185567,0.175258,0.185567,0.247423,0.206186,0.206186,0.154639
第591回,2024-09-06,0.22449,0.173469,0.132653,0.204082,0.142857,0.193878,0.234694,0.214286,0.244898,0.193878,0.163265,0.295918,0.132653,0.183673,0.183673,0.183673,0.163265,0.204082,0.163265,0.193878,0.163265,0.244898,0.183673,0.183673,0.122449,0.183673,0.163265,0.183673,0.234694,0.153061,0.183673,0.173469,0.183673,0.244898,0.214286,0.204082,0.153061
第590回,2024-08-30,0.232323,0.171717,0.141414,0.20202,0.141414,0.191919,0.232323,0.212121,0.252525,0.20202,0.161616,0.292929,0.131313,0.181818,0.191919,0.181818,0.161616,0.20202,0.161616,0.191919,0.161616,0.242424,0.181818,0.181818,0.131313,0.181818,0.161616,0.181818,0.232323,0.151515,0.181818,0.171717,0.181818,0.242424,0.222222,0.20202,0.151515
第589回,2024-08-23,0.24,0.17,0.14,0.2,0.14,0.2,0.23,0.22,0.26,0.2,0.16,0.29,0.13,0.19,0.19,0.18,0.16,0.2,0.16,0.19,0.16,0.24,0.18,0.18,0.13,0.18,0.16,0.18,0.24,0.15,0.18,0.17,0.19,0.24,0.22,0.2,0.15
第588回,2024-08-16,0.237624,0.168317,0.148515,0.19802,0.148515,0.19802,0.227723,0.217822,0.267327,0.19802,0.158416,0.287129,0.138614,0.188119,0.19802,0.178218,0.158416,0.19802,0.158416,0.188119,0.168317,0.237624,0.178218,0.178218,0.128713,0.178218,0.158416,0.178218,0.237624,0.148515,0.188119,0.168317,0.188119,0.237624,0.217822,0.19802,0.148515
第587回,2024-08-09,0.235294,0.166667,0.147059,0.196078,0.147059,0.196078,0.22549,0.215686,0.264706,0.196078,0.156863,0.284314,0.137255,0.186275,0.205882,0.176471,0.156863,0.205882,0.156863,0.186275,0.176471,0.245098,0.186275,0.176471,0.137255,0.176471,0.156863,0.176471,0.235294,0.147059,0.186275,0.176471,0.186275,0.235294,0.215686,0.196078,0.147059
第586回,2024-08-02,0.242718,0.174757,0.145631,0.203883,0.145631,0.194175,0.223301,0.213592,0.262136,0.194175,0.15534,0.281553,0.135922,0.194175,0.213592,0.174757,0.15534,0.203883,0.15534,0.184466,0.174757,0.252427,0.194175,0.174757,0.135922,0.174757,0.15534,0.174757,0.23301,0.145631,0.184466,0.174757,0.184466,0.23301,0.213592,0.194175,0.145631
第585回,2024-07-26,0.240385,0.173077,0.144231,0.201923,0.144231,0.201923,0.221154,0.211538,0.259615,0.192308,0.163462,0.278846,0.144231,0.201923,0.211538,0.182692,0.153846,0.201923,0.153846,0.182692,0.173077,0.25,0.192308,0.173077,0.134615,0.173077,0.163462,0.173077,0.230769,0.144231,0.182692,0.173077,0.182692,0.240385,0.211538,0.192308,0.144231
第584回,2024-07-19,0.238095,0.171429,0.142857,0.2,0.142857,0.2,0.219048,0.209524,0.257143,0.2,0.171429,0.285714,0.142857,0.2,0.209524,0.180952,0.161905,0.2,0.152381,0.180952,0.171429,0.247619,0.2,0.171429,0.133333,0.171429,0.161905,0.171429,0.228571,0.152381,0.180952,0.171429,0.180952,0.238095,0.209524,0.2,0.142857
第583回,2024-07-12,0.245283,0.169811,0.141509,0.198113,0.150943,0.198113,0.216981,0.216981,0.264151,0.198113,0.169811,0.283019,0.141509,0.198113,0.207547,0.179245,0.160377,0.198113,0.150943,0.188679,0.169811,0.245283,0.198113,0.169811,0.132075,0.169811,0.160377,0.169811,0.226415,0.160377,0.179245,0.169811,0.179245,0.235849,0.207547,0.198113,0.150943
第582回,2024-07-05,0.242991,0.168224,0.140187,0.196262,0.158879,0.196262,0.224299,0.214953,0.261682,0.196262,0.168224,0.280374,0.140187,0.196262,0.205607,0.17757,0.158879,0.196262,0.149533,0.186916,0.168224,0.252336,0.196262,0.168224,0.130841,0.168224,0.158879,0.168224,0.233645,0.168224,0.17757,0.17757,0.17757,0.233645,0.205607,0.205607,0.149533
第581回,2024-06-28,0.240741,0.166667,0.148148,0.194444,0.157407,0.194444,0.222222,0.222222,0.259259,0.203704,0.166667,0.277778,0.138889,0.194444,0.212963,0.175926,0.157407,0.203704,0.148148,0.185185,0.166667,0.25,0.203704,0.166667,0.12963,0.166667,0.157407,0.166667,0.231481,0.166667,0.175926,0.175926,0.175926,0.231481,0.203704,0.203704,0.157407
第580回,2024-06-21,0.238532,0.165138,0.146789,0.201835,0.155963,0.192661,0.220183,0.220183,0.256881,0.201835,0.165138,0.275229,0.146789,0.201835,0.220183,0.174312,0.165138,0.201835,0.146789,0.183486,0.165138,0.247706,0.201835,0.165138,0.12844,0.165138,0.165138,0.165138,0.229358,0.165138,0.174312,0.174312,0.183486,0.229358,0.201835,0.201835,0.155963
第579回,2024-06-14,0.236364,0.163636,0.145455,0.2,0.154545,0.190909,0.227273,0.218182,0.254545,0.2,0.163636,0.272727,0.145455,0.2,0.218182,0.172727,0.163636,0.2,0.154545,0.181818,0.163636,0.245455,0.209091,0.163636,0.127273,0.163636,0.163636,0.163636,0.227273,0.163636,0.172727,0.172727,0.190909,0.236364,0.209091,0.209091,0.154545
第578回,2024-06-07,0.234234,0.171171,0.144144,0.198198,0.153153,0.189189,0.225225,0.216216,0.252252,0.198198,0.162162,0.27027,0.144144,0.198198,0.225225,0.171171,0.162162,0.198198,0.162162,0.189189,0.162162,0.252252,0.207207,0.162162,0.126126,0.162162,0.162162,0.162162,0.225225,0.162162,0.18018,0.171171,0.189189,0.234234,0.207207,0.216216,0.153153
第577回,2024-05-31,0.232143,0.169643,0.142857,0.196429,0.151786,0.1875,0.223214,0.214286,0.25,0.196429,0.169643,0.267857,0.151786,0.196429,0.223214,0.169643,0.160714,0.196429,0.169643,0.1875,0.160714,0.25,0.205357,0.160714,0.133929,0.160714,0.160714,0.160714,0.232143,0.160714,0.178571,0.169643,0.1875,0.232143,0.205357,0.223214,0.160714
第576回,2024-05-24,0.230088,0.168142,0.141593,0.19469,0.150442,0.185841,0.221239,0.212389,0.247788,0.19469,0.176991,0.265487,0.159292,0.20354,0.221239,0.168142,0.159292,0.20354,0.176991,0.185841,0.159292,0.247788,0.212389,0.159292,0.132743,0.159292,0.159292,0.159292,0.230088,0.159292,0.185841,0.168142,0.185841,0.230088,0.20354,0.221239,0.159292
第575回,2024-05-17,0.22807,0.175439,0.140351,0.192982,0.149123,0.184211,0.219298,0.210526,0.245614,0.192982,0.175439,0.27193,0.157895,0.201754,0.219298,0.166667,0.157895,0.210526,0.175439,0.192982,0.157895,0.245614,0.210526,0.157895,0.140351,0.157895,0.157895,0.166667,0.22807,0.166667,0.184211,0.166667,0.184211,0.22807,0.201754,0.219298,0.157895
第574回,2024-05-10,0.226087,0.173913,0.13913,0.2,0.156522,0.182609,0.217391,0.208696,0.243478,0.191304,0.173913,0.269565,0.165217,0.2,0.217391,0.173913,0.156522,0.208696,0.173913,0.191304,0.156522,0.252174,0.217391,0.156522,0.13913,0.156522,0.156522,0.165217,0.226087,0.165217,0.182609,0.165217,0.182609,0.226087,0.208696,0.217391,0.156522
第573回,2024-05-03,0.224138,0.172414,0.137931,0.198276,0.155172,0.181034,0.215517,0.206897,0.241379,0.189655,0.181034,0.275862,0.163793,0.198276,0.215517,0.172414,0.155172,0.215517,0.181034,0.189655,0.155172,0.25,0.224138,0.155172,0.137931,0.163793,0.155172,0.163793,0.224138,0.163793,0.189655,0.163793,0.181034,0.224138,0.206897,0.215517,0.155172
第572回,2024-04-26,0.230769,0.179487,0.136752,0.205128,0.153846,0.179487,0.213675,0.205128,0.239316,0.188034,0.179487,0.273504,0.162393,0.196581,0.213675,0.17094,0.153846,0.213675,0.188034,0.188034,0.162393,0.247863,0.222222,0.153846,0.136752,0.17094,0.153846,0.17094,0.222222,0.162393,0.188034,0.162393,0.179487,0.222222,0.205128,0.213675,0.153846
第571回,2024-04-19,0.228814,0.177966,0.135593,0.20339,0.152542,0.177966,0.211864,0.20339,0.237288,0.186441,0.177966,0.271186,0.169492,0.194915,0.211864,0.169492,0.152542,0.211864,0.186441,0.186441,0.161017,0.245763,0.220339,0.152542,0.135593,0.177966,0.161017,0.169492,0.228814,0.169492,0.186441,0.161017,0.177966,0.228814,0.20339,0.211864,0.161017
第570回,2024-04-12,0.235294,0.176471,0.142857,0.201681,0.151261,0.176471,0.210084,0.201681,0.243697,0.184874,0.176471,0.277311,0.168067,0.193277,0.210084,0.168067,0.151261,0.210084,0.184874,0.184874,0.159664,0.243697,0.218487,0.151261,0.142857,0.184874,0.159664,0.168067,0.226891,0.168067,0.184874,0.159664,0.176471,0.226891,0.210084,0.210084,0.159664
第569回,2024-04-05,0.233333,0.175,0.141667,0.2,0.15,0.175,0.208333,0.2,0.241667,0.183333,0.175,0.283333,0.166667,0.191667,0.216667,0.166667,0.158333,0.208333,0.183333,0.183333,0.158333,0.25,0.216667,0.15,0.141667,0.183333,0.158333,0.166667,0.225,0.175,0.183333,0.158333,0.175,0.233333,0.216667,0.208333,0.158333
第568回,2024-03-29,0.231405,0.173554,0.140496,0.198347,0.14876,0.173554,0.206612,0.206612,0.239669,0.181818,0.173554,0.280992,0.165289,0.190083,0.214876,0.165289,0.157025,0.214876,0.181818,0.190083,0.157025,0.247934,0.214876,0.14876,0.140496,0.181818,0.157025,0.165289,0.231405,0.181818,0.181818,0.157025,0.181818,0.239669,0.214876,0.206612,0.157025
第567回,2024-03-22,0.229508,0.172131,0.139344,0.196721,0.147541,0.180328,0.204918,0.213115,0.237705,0.180328,0.172131,0.278689,0.163934,0.188525,0.213115,0.172131,0.155738,0.221311,0.188525,0.188525,0.155738,0.245902,0.213115,0.147541,0.139344,0.180328,0.155738,0.163934,0.229508,0.180328,0.180328,0.155738,0.180328,0.245902,0.213115,0.204918,0.163934
第566回,2024-03-15,0.227642,0.170732,0.146341,0.195122,0.154472,0.178862,0.203252,0.211382,0.235772,0.178862,0.170732,0.276423,0.162602,0.186992,0.211382,0.170732,0.154472,0.227642,0.186992,0.186992,0.154472,0.243902,0.211382,0.146341,0.146341,0.178862,0.154472,0.170732,0.227642,0.178862,0.178862,0.154472,0.178862,0.243902,0.219512,0.203252,0.170732
第565回,2024-03-08,0.225806,0.169355,0.153226,0.193548,0.153226,0.185484,0.201613,0.209677,0.241935,0.177419,0.177419,0.274194,0.16129,0.185484,0.209677,0.169355,0.153226,0.225806,0.193548,0.185484,0.153226,0.241935,0.209677,0.145161,0.145161,0.177419,0.153226,0.169355,0.225806,0.185484,0.177419,0.153226,0.177419,0.241935,0.217742,0.209677,0.169355
第564回,2024-03-01,0.224,0.168,0.152,0.192,0.152,0.184,0.2,0.208,0.248,0.176,0.176,0.272,0.168,0.184,0.216,0.168,0.152,0.232,0.192,0.184,0.152,0.248,0.208,0.152,0.144,0.176,0.152,0.168,0.224,0.192,0.176,0.152,0.176,0.24,0.216,0.208,0.168
第563回,2024-02-23,0.230159,0.166667,0.150794,0.198413,0.150794,0.190476,0.198413,0.206349,0.246032,0.174603,0.174603,0.269841,0.166667,0.190476,0.214286,0.174603,0.150794,0.230159,0.198413,0.18254,0.150794,0.246032,0.206349,0.150794,0.142857,0.174603,0.150794,0.166667,0.222222,0.190476,0.18254,0.150794,0.174603,0.238095,0.214286,0.206349,0.166667
第562回,2024-02-16,0.228346,0.173228,0.149606,0.19685,0.149606,0.188976,0.19685,0.204724,0.244094,0.173228,0.173228,0.267717,0.165354,0.19685,0.220472,0.173228,0.149606,0.228346,0.19685,0.188976,0.149606,0.244094,0.204724,0.149606,0.141732,0.173228,0.149606,0.173228,0.220472,0.19685,0.181102,0.149606,0.173228,0.244094,0.212598,0.204724,0.165354
第561回,2024-02-09,0.226562,0.171875,0.148438,0.195312,0.148438,0.195312,0.195312,0.210938,0.242188,0.171875,0.171875,0.265625,0.164062,0.195312,0.21875,0.171875,0.148438,0.226562,0.203125,0.195312,0.148438,0.242188,0.203125,0.148438,0.140625,0.171875,0.15625,0.171875,0.21875,0.195312,0.179688,0.15625,0.171875,0.242188,0.210938,0.203125,0.171875
第560回,2024-02-02,0.224806,0.170543,0.155039,0.193798,0.147287,0.193798,0.193798,0.209302,0.24031,0.170543,0.170543,0.263566,0.162791,0.193798,0.217054,0.170543,0.147287,0.224806,0.20155,0.20155,0.147287,0.24031,0.20155,0.147287,0.139535,0.170543,0.155039,0.170543,0.224806,0.193798,0.178295,0.162791,0.178295,0.248062,0.217054,0.20155,0.170543
第559回,2024-01-26,0.223077,0.169231,0.161538,0.2,0.146154,0.192308,0.192308,0.207692,0.238462,0.176923,0.169231,0.261538,0.169231,0.192308,0.223077,0.169231,0.146154,0.230769,0.2,0.2,0.146154,0.246154,0.2,0.146154,0.138462,0.169231,0.153846,0.169231,0.223077,0.192308,0.176923,0.161538,0.176923,0.246154,0.215385,0.2,0.169231
第558回,2024-01-19,0.221374,0.167939,0.160305,0.198473,0.145038,0.19084,0.19084,0.206107,0.236641,0.175573,0.167939,0.259542,0.167939,0.19084,0.229008,0.167939,0.145038,0.229008,0.198473,0.206107,0.152672,0.251908,0.206107,0.145038,0.137405,0.175573,0.152672,0.167939,0.221374,0.19084,0.175573,0.160305,0.175573,0.251908,0.21374,0.198473,0.167939
第557回,2024-01-12,0.219697,0.166667,0.166667,0.19697,0.151515,0.189394,0.19697,0.204545,0.234848,0.181818,0.166667,0.257576,0.166667,0.189394,0.227273,0.166667,0.151515,0.234848,0.19697,0.204545,0.151515,0.25,0.204545,0.143939,0.136364,0.174242,0.151515,0.166667,0.219697,0.189394,0.174242,0.159091,0.174242,0.25,0.219697,0.19697,0.166667
第556回,2024-01-05,0.218045,0.165414,0.165414,0.195489,0.150376,0.18797,0.195489,0.203008,0.233083,0.180451,0.165414,0.255639,0.165414,0.18797,0.225564,0.165414,0.157895,0.233083,0.195489,0.210526,0.150376,0.24812,0.203008,0.142857,0.135338,0.180451,0.150376,0.172932,0.225564,0.18797,0.172932,0.157895,0.180451,0.24812,0.225564,0.195489,0.165414
第555回,2023-12-29,0.216418,0.164179,0.164179,0.19403,0.149254,0.186567,0.19403,0.201493,0.238806,0.179104,0.164179,0.261194,0.164179,0.186567,0.223881,0.164179,0.164179,0.231343,0.201493,0.208955,0.149254,0.246269,0.201493,0.141791,0.134328,0.186567,0.149254,0.171642,0.223881,0.186567,0.171642,0.164179,0.179104,0.253731,0.223881,0.19403,0.164179
第554回,2023-12-22,0.214815,0.162963,0.162963,0.2,0.148148,0.185185,0.192593,0.2,0.237037,0.185185,0.162963,0.259259,0.162963,0.185185,0.22963,0.162963,0.17037,0.22963,0.2,0.207407,0.148148,0.244444,0.2,0.140741,0.133333,0.185185,0.148148,0.17037,0.22963,0.185185,0.17037,0.17037,0.177778,0.251852,0.222222,0.2,0.162963
第553回,2023-12-15,0.213235,0.169118,0.161765,0.198529,0.147059,0.191176,0.191176,0.198529,0.235294,0.183824,0.161765,0.257353,0.169118,0.183824,0.235294,0.169118,0.169118,0.227941,0.198529,0.213235,0.147059,0.242647,0.198529,0.139706,0.132353,0.183824,0.147059,0.169118,0.227941,0.183824,0.169118,0.169118,0.183824,0.25,0.220588,0.198529,0.161765
第552回,2023-12-08,0.211679,0.167883,0.160584,0.19708,0.145985,0.189781,0.19708,0.19708,0.233577,0.182482,0.167883,0.262774,0.167883,0.182482,0.233577,0.175182,0.167883,0.233577,0.19708,0.211679,0.145985,0.240876,0.19708,0.138686,0.131387,0.182482,0.145985,0.167883,0.226277,0.182482,0.167883,0.167883,0.189781,0.255474,0.218978,0.19708,0.160584
